DateTime,Discharge_m3/s
2024-09-25 00:00:00,15.140007781999996
2024-09-25 00:10:00,14.860009002799995
2024-09-25 00:20:00,14.820011902
2024-09-25 00:30:00,14.620007324399998
2024-09-25 00:40:00,14.860009002799995
2024-09-25 00:50:00,14.620007324399998
2024-09-25 01:00:00,14.780014801199995
2024-09-25 01:10:00,14.500016021599993
2024-09-25 01:20:00,14.500016021599993
2024-09-25 01:30:00,14.660004425199993
2024-09-25 01:40:00,14.540013122399998
2024-09-25 01:50:00,15.0200164796
2024-09-25 02:00:00,15.438007545379998
2024-09-25 02:10:00,16.17402000448
2024-09-25 02:20:00,16.726001930159995
2024-09-25 02:30:00,16.864013862559997
2024-09-25 02:40:00,17.41601772288
2024-09-25 02:50:00,17.41601772288
2024-09-25 03:00:00,17.41601772288
2024-09-25 03:10:00,17.41601772288
2024-09-25 03:20:00,17.73801631942
2024-09-25 03:30:00,17.27800579094
2024-09-25 03:40:00,17.140015792720003
2024-09-25 03:50:00,17.140015792720003
2024-09-25 04:00:00,17.048000526239996
2024-09-25 04:10:00,17.140015792720003
2024-09-25 04:20:00,17.60000438702
2024-09-25 04:30:00,18.152008247340003
2024-09-25 04:40:00,18.474006843419996
2024-09-25 04:50:00,18.70401210766
2024-09-25 05:00:00,18.33601684566
2024-09-25 05:10:00,17.78401298534
2024-09-25 05:20:00,17.50801105518
2024-09-25 05:30:00,16.81801719664
2024-09-25 05:40:00,16.312010002239994
2024-09-25 05:50:00,16.17402000448
2024-09-25 06:00:00,15.530000877219997
2024-09-25 06:10:00,15.438007545379998
2024-09-25 06:20:00,15.1800048828
2024-09-25 06:30:00,15.0200164796
2024-09-25 06:40:00,14.540013122399998
2024-09-25 06:50:00,14.580010223199993
2024-09-25 07:00:00,14.580010223199993
2024-09-25 07:10:00,14.459999847600002
2024-09-25 07:20:00,14.2200172424
2024-09-25 07:30:00,14.2200172424
2024-09-25 07:40:00,14.020012664800001
2024-09-25 07:50:00,14.180001068
2024-09-25 08:00:00,14.180001068
2024-09-25 08:10:00,13.980015563999997
2024-09-25 08:20:00,14.140003967199995
2024-09-25 08:30:00,14.060009765599997
2024-09-25 08:40:00,14.300011444000003
2024-09-25 08:50:00,14.500016021599993
2024-09-25 09:00:00,14.300011444000003
2024-09-25 09:10:00,14.420002746399998
2024-09-25 09:20:00,14.540013122399998
2024-09-25 09:30:00,14.700001525999998
2024-09-25 09:40:00,15.0200164796
2024-09-25 09:50:00,14.980000305199999
